type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,3175565,Namsun  Kim and JeongAh  Kim and Hyunjeong  Son,,,,Factors Affecting Learning Flow in Cooperative Learning with Closed Type SNS,79--83,,5,"Learning, Self-efficacy, Smartphone, Students, literacy, nursing",10.1145/3175536.3175565,,,,,,,2017,,Proceedings of the 2017 9th International Conference on Education Technology and Computers,ICETC 2017,,978-1-4503-5435-6,"Barcelona, Spain",ACM,"New York, NY, USA"
article,1988037,Pieter  Vromant and Danny  Weyns and Sam  Malek and Jesper  Andersson,,,,On Interacting Control Loops in Self-adaptive Systems,202--207,,6,"control loop, coordination, mape, self-adaptation",10.1145/1988008.1988037,,,,,,,2011,,Proceedings of the 6th International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS '11,,978-1-4503-0575-4,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,3290582,V. S. Giita Silverajah and Anandraj  Govindaraj,,,,The Use of Edpuzzle to Support Low-achiever's Development of Self-regulated Learning and Their Learning of Chemistry,259--263,,5,"Edpuzzle, low-achiever, self-regulated learning",10.1145/3290511.3290582,,,,,,,2018,,Proceedings of the 10th International Conference on Education Technology and Computers,ICETC '18,,978-1-4503-6517-8,"Tokyo, Japan",ACM,"New York, NY, USA"
article,2616135,Gabriele  Valentini,,,,Self-organized Collective Decision-making in Swarms of Autonomous Robots,1703--1704,,2,"collective decisions, self-organization, swarm intelligence",,,,,,,,2014,,Proceedings of the 2014 International Conference on Autonomous Agents and Multi-agent Systems,AAMAS '14,,978-1-4503-2738-1,"Paris, France",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
article,3213822,Osazuwa  Okundaye and Sharon  Chu and Francis  Quek and Alexander  Berman and Malini  Natarajarathinam and Matthew  Kuttolamadom,,,,From Making to Micro-Manufacture: Catalyzing STEM Participation in Rural High Schools,21--29,,9,"Apprenticeship, Making, Manufacturing, STEM, Self-efficacy",10.1145/3213818.3213822,,,,,,,2018,,Proceedings of the Conference on Creativity and Making in Education,FabLearn Europe'18,,978-1-4503-5371-7,"Trondheim, Norway",ACM,"New York, NY, USA"
article,1929567,Andr&#233; Lage Freitas and Nikos  Parlavantzas and Jean-Louis  Pazat,,,,A QoS Assurance Framework for Distributed Infrastructures,1--8,,8,"QoS assurance, self-adaptation, service-oriented architecture",10.1145/1929566.1929567,,,,,,,2010,,"Proceedings of the 3rd International Workshop on Monitoring, Adaptation and Beyond",MONA '10,,978-1-4503-0422-1,"Ayia Napa, Cyprus",ACM,"New York, NY, USA"
article,1462697,Romain  Rouvoy and Mika&#235;l  Beauvois and Laura  Lozano and Jorge  Lorenzo and Frank  Eliassen,,,,MUSIC: An Autonomous Platform Supporting Self-adaptive Mobile Applications,6:1--6:6,6,6,"planning-based adaptation, self-adaptive middleware",10.1145/1462689.1462697,,,,,,,2008,,Proceedings of the 1st Workshop on Mobile Middleware: Embracing the Personal Communication Device,MobMid '08,,978-1-60558-362-4,"Leuven, Belgium",ACM,"New York, NY, USA"
article,544842,David  Servat and Alexis  Drogoul,,,,Combining Amorphous Computing and Reactive Agent-based Systems: A Paradigm for Pervasive Intelligence?,441--448,,8,"pervasive computing, reactive MAS, self-organization",10.1145/544741.544842,,,,,,,2002,,Proceedings of the First International Joint Conference on Autonomous Agents and Multiagent Systems: Part 1,AAMAS '02,,1-58113-480-0,"Bologna, Italy",ACM,"New York, NY, USA"
article,3139522,Temitayo  Olugbade and Luigi  Cuturi and Giulia  Cappagli and Erica  Volta and Paolo  Alborno and Joseph  Newbold and Nadia  Bianchi-Berthouze and Gabriel  Baud-Bovy and Gualtiero  Volpe and Monica  Gori,,,,What Cognitive and Affective States Should Technology Monitor to Support Learning?,22--25,,4,"Learning, affect, cognition, curiosity, reflectivity, self-efficacy",10.1145/3139513.3139522,,,,,,,2017,,Proceedings of the 1st ACM SIGCHI International Workshop on Multimodal Interaction for Education,MIE 2017,,978-1-4503-5557-5,"Glasgow, UK",ACM,"New York, NY, USA"
article,3129295,Avrilia  Floratou and Ashvin  Agrawal,,,,Self-Regulating Streaming Systems: Challenges and Opportunities,1:1--1:5,1,5,"Stream data processing, self-regulating streaming systems",10.1145/3129292.3129295,,,,,,,2017,,Proceedings of the International Workshop on Real-Time Business Intelligence and Analytics,BIRTE '17,,978-1-4503-5425-7,"Munich, Germany",ACM,"New York, NY, USA"
article,3194152,Ilias  Gerostathopoulos and Christian  Prehofer and Tomas  Bures,,,,Adapting a System with Noisy Outputs with Statistical Guarantees,58--68,,11,"experimentation cost, self-adaptation, statistical guarantees",10.1145/3194133.3194152,,,,,,,2018,,Proceedings of the 13th International Conference on Software Engineering for Adaptive and Self-Managing Systems,SEAMS '18,,978-1-4503-5715-9,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,2856035,Naeem  Esfahani and Eric  Yuan and Kyle R. Canavera and Sam  Malek,,,,Inferring Software Component Interaction Dependencies for Adaptation Support,26:1--26:32,26,32,"Data mining, component-based software, self-adaptation",10.1145/2856035,ACM Trans. Auton. Adapt. Syst.,Feb-16,10,4,,February,2016,1556-4665,,,,,,ACM,"New York, NY, USA"
article,2893378,Ren&#233; F. Kizilcec and Mar  P&#233;rez-Sanagust&#237;n and Jorge J. Maldonado,,,,Recommending Self-Regulated Learning Strategies Does Not Improve Performance in a MOOC,101--104,,4,"massive open online course, self-regulated learning",10.1145/2876034.2893378,,,,,,,2016,,Proceedings of the Third (2016) ACM Conference on Learning @ Scale,L@S '16,,978-1-4503-3726-7,"Edinburgh, Scotland, UK",ACM,"New York, NY, USA"
article,1012554,Betty J. Mohler and William B. Thompson and Sarah  Creem-Regehr and Herbert L. Pick and William  Warren and John J. Rieser and Peter  Willemsen,,,,Visual Motion Influences Locomotion in a Treadmill Virtual Environment,19--22,,4,"locomotion, treadmill virtual environments, visual self-motion",10.1145/1012551.1012554,,,,,,,2004,,Proceedings of the 1st Symposium on Applied Perception in Graphics and Visualization,APGV '04,,1-58113-914-4,"Los Angeles, California, USA",ACM,"New York, NY, USA"
article,2617478,Angelos  Chliaoutakis and Georgios  Chalkiadakis,,,,Utilizing Agent-based Modeling to Gain New Insights into the Ancient Minoan Civilization,1371--1372,,2,"agent-based modeling, archaeology, self-organization",,,,,,,,2014,,Proceedings of the 2014 International Conference on Autonomous Agents and Multi-agent Systems,AAMAS '14,,978-1-4503-2738-1,"Paris, France",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
article,3025082,Alejandro  Catala and Mari&#235;t  Theune and Dirk  Heylen,,,,"My Tablet Is Moving Around, Can I Touch It?",495--502,,8,"gesture, movement, self-actuated tablet, touch input",10.1145/3024969.3025082,,,,,,,2017,,"Proceedings of the Eleventh International Conference on Tangible, Embedded, and Embodied Interaction",TEI '17,,978-1-4503-4676-4,"Yokohama, Japan",ACM,"New York, NY, USA"
article,2701235,Pankaj  Thorat and S. M. Raza and Dung T. Nguyen and Giyeol  Im and Hyunseung  Choo and Dongsoo S. Kim,,,,Optimized Self-healing Framework for Software Defined Networks,7:1--7:6,7,6,"OpenFlow, VLAN, evaluation, link protection, self-healing",10.1145/2701126.2701235,,,,,,,2015,,Proceedings of the 9th International Conference on Ubiquitous Information Management and Communication,IMCOM '15,,978-1-4503-3377-1,"Bali, Indonesia",ACM,"New York, NY, USA"
article,3318378,Koki  Yoshioka and Hiroshi  Dozono,,,,The Classification of the Documents Based on Word Embedding and 2-layer Spherical Self Organizing Maps,357--361,,5,"Self Organizing Map(SOM), Word2Vec, documents classification",10.1145/3318299.3318378,,,,,,,2019,,Proceedings of the 2019 11th International Conference on Machine Learning and Computing,ICMLC '19,,978-1-4503-6600-7,"Zhuhai, China",ACM,"New York, NY, USA"
article,3173648,Julio  Vega and Samuel  Couth and Ellen  Poliakoff and Sonja  Kotz and Matthew  Sullivan and Caroline  Jay and Markel  Vigo and Simon  Harper,,,,Back to Analogue: Self-Reporting for Parkinson's Disease,74:1--74:13,74,13,"ema, paper diary, parkinson's disease, self-report",10.1145/3173574.3173648,,,,,,,2018,,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,CHI '18,,978-1-4503-5620-6,"Montreal QC, Canada",ACM,"New York, NY, USA"
article,2441865,Manya  Sleeper and Rebecca  Balebako and Sauvik  Das and Amber Lynn McConahy and Jason  Wiese and Lorrie Faith Cranor,,,,The Post That Wasn'T: Exploring Self-censorship on Facebook,793--802,,10,"privacy, self-censorship, social networking sites, usability",10.1145/2441776.2441865,,,,,,,2013,,Proceedings of the 2013 Conference on Computer Supported Cooperative Work,CSCW '13,,978-1-4503-1331-5,"San Antonio, Texas, USA",ACM,"New York, NY, USA"
article,3240582,Yangbangyan  Jiang and Zhiyong  Yang and Qianqian  Xu and Xiaochun  Cao and Qingming  Huang,,,,When to Learn What: Deep Cognitive Subspace Clustering,718--726,,9,"deep learning, self-paced learning, subspace clustering",10.1145/3240508.3240582,,,,,,,2018,,Proceedings of the 26th ACM International Conference on Multimedia,MM '18,,978-1-4503-5665-7,"Seoul, Republic of Korea",ACM,"New York, NY, USA"
article,3170605,Jochen  Meyer and Daniel  Epstein and Parisa  Eslambolchilar and Judy  Kay and Lie Ming  Tang,,,,A Short Workshop on Next Steps Towards Long Term Self Tracking,W05:1--W05:8,W05,8,"health, long term, self tracking, wellbeing",10.1145/3170427.3170605,,,,,,,2018,,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems,CHI EA '18,,978-1-4503-5621-3,"Montreal QC, Canada",ACM,"New York, NY, USA"
article,3129682,Tomas  Cerny and Michael J. Donahoo and Jiri  Pechanec,,,,"Disambiguation and Comparison of SOA, Microservices and Self-Contained Systems",228--235,,8,"Architectures, Microservices, SOA, Self-contained Systems",10.1145/3129676.3129682,,,,,,,2017,,Proceedings of the International Conference on Research in Adaptive and Convergent Systems,RACS '17,,978-1-4503-5027-3,"Krakow, Poland",ACM,"New York, NY, USA"
article,3234148,Giannis  Tziakouris and Rami  Bahsoon and Muhammad Ali Babar,,,,A Survey on Self-Adaptive Security for Large-scale Open Environments,100:1--100:42,100,42,"Self-adaptive systems, ultra-large environments",10.1145/3234148,ACM Comput. Surv.,Jan-19,51,5,,October,2018,0360-0300,,,,,,ACM,"New York, NY, USA"
article,3312918,Qian  Yu and Tonya  Nguyen and Soravis  Prakkamakul and Niloufar  Salehi,,,,&#34;I Almost Fell in Love with a Machine&#34;: Speaking with Computers Affects Self-disclosure,LBW0255:1--LBW0255:6,LBW0255,6,"closeness generating, self-disclosure, voice user interface",10.1145/3290607.3312918,,,,,,,2019,,Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems,CHI EA '19,,978-1-4503-5971-9,"Glasgow, Scotland Uk",ACM,"New York, NY, USA"
article,3312935,Tianying  Chen and Jessica  Hammer and Laura  Dabbish,,,,Self-Efficacy-Based Game Design to Encourage Security Behavior Online,LBW1610:1--LBW1610:6,LBW1610,6,"cybersecurity, game design, games, self-efficacy",10.1145/3290607.3312935,,,,,,,2019,,Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems,CHI EA '19,,978-1-4503-5971-9,"Glasgow, Scotland Uk",ACM,"New York, NY, USA"
article,1882367,Luciano  Baresi and Carlo  Ghezzi,,,,The Disappearing Boundary Between Development-time and Run-time,17--22,,6,"runtime support, self-adaptation, service-oriented systems",10.1145/1882362.1882367,,,,,,,2010,,Proceedings of the FSE/SDP Workshop on Future of Software Engineering Research,FoSER '10,,978-1-4503-0427-6,"Santa Fe, New Mexico, USA",ACM,"New York, NY, USA"
article,1022758,Kees A. Vissers,,,,Parallel Processing Architectures for Reconfigurable Systems,10396--,,,,,,,,,,,2003,,"Proceedings of the Conference on Design, Automation and Test in Europe - Volume 1",DATE '03,,0-7695-1870-2,,IEEE Computer Society,"Washington, DC, USA"
article,2948097,Ineke  Buskens,,,,Who is It That Participates?: Exploring an Intentional and Dialogical Self-concept for Emancipatory Participatory Design,103--104,,2,"dialogical self, emancipatory intentions, fluid and creative agency, future self, intentional self, participatory design process, personal and social chance",10.1145/2948076.2948097,,,,,,,2016,,"Proceedings of the 14th Participatory Design Conference: Short Papers, Interactive Exhibitions, Workshops - Volume 2",PDC '16,,978-1-4503-4136-3,"Aarhus, Denmark",ACM,"New York, NY, USA"
article,1083072,Mohammad A. Munawar and Paul A. S. Ward,,,,Better Performance or Better Manageability?,1--4,,4,"autonomic computing, dynamic systems, self-management",10.1145/1082983.1083072,SIGSOFT Softw. Eng. Notes,Jul-05,30,4,,May,2005,0163-5948,,,,,,ACM,"New York, NY, USA"
article,1083072,Mohammad A. Munawar and Paul A. S. Ward,,,,Better Performance or Better Manageability?,1--4,,4,"autonomic computing, dynamic systems, self-management",10.1145/1083063.1083072,,,,,,,2005,,Proceedings of the 2005 Workshop on Design and Evolution of Autonomic Application Software,DEAS '05,,1-59593-039-6,"St. Louis, Missouri",ACM,"New York, NY, USA"
article,989007,Vishak  Venkatraman and Atul  Maheshwari and Wayne  Burleson,,,,Mitigating Static Power in Current-sensed Interconnects,224--229,,6,"interconnect circuits, self-timed systems, static power",10.1145/988952.989007,,,,,,,2004,,Proceedings of the 14th ACM Great Lakes Symposium on VLSI,GLSVLSI '04,,1-58113-853-9,"Boston, MA, USA",ACM,"New York, NY, USA"
article,1529668,Alexander  H&#246;hfeld and Patrick  Gratz and Angelo  Beck and Jean  Botev and Hermann  Schloss and Ingo  Scholtes,,,,Self-organizing Collaborative Filtering in Global-scale Massive Multi-user Virtual Environments,1719--1723,,5,"MMVEs, P2P, collaborative filtering, self-organization",10.1145/1529282.1529668,,,,,,,2009,,Proceedings of the 2009 ACM Symposium on Applied Computing,SAC '09,,978-1-60558-166-8,"Honolulu, Hawaii",ACM,"New York, NY, USA"
article,2663781,Sebastian  G&#246;tz and Claas  Wilke and Sebastian  Richly and Uwe  A&#223;mann,,,,Approximating Quality Contracts for Energy Auto-tuning Software,8--14,,7,"benchmarking, energy self-optimization, quality contracts",,,,,,,,2012,,Proceedings of the First International Workshop on Green and Sustainable Software,GREENS '12,,978-1-4673-1832-7,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,1774168,Vivek  Nallur and Rami  Bahsoon,,,,Design of a Market-based Mechanism for Quality Attribute Tradeoff of Services in the Cloud,367--371,,5,"cloud computing, market-based control, self-organization",10.1145/1774088.1774168,,,,,,,2010,,Proceedings of the 2010 ACM Symposium on Applied Computing,SAC '10,,978-1-60558-639-7,"Sierre, Switzerland",ACM,"New York, NY, USA"
article,1810298,Maayan  Goldstein and Onn  Shehory and Rachel  Tzoref-Brill and Shmuel  Ur,,,,Improving Throughput via Slowdowns,11--20,,10,"automated performance management, self-managing systems",10.1145/1810295.1810298,,,,,,,2010,,Proceedings of the 32Nd ACM/IEEE International Conference on Software Engineering - Volume 2,ICSE '10,,978-1-60558-719-6,"Cape Town, South Africa",ACM,"New York, NY, USA"
article,1582408,Juha-Matti  Koljonen and Matti  Peltom&#228;ki and Mikko  Alava and Olav  Tirkkonen,,,,Inertia-based Distributed Channel Allocation,126--131,,6,"channel allocation, distributed algorithms, self-organization",10.1145/1582379.1582408,,,,,,,2009,,Proceedings of the 2009 International Conference on Wireless Communications and Mobile Computing: Connecting the World Wirelessly,IWCMC '09,,978-1-60558-569-7,"Leipzig, Germany",ACM,"New York, NY, USA"
article,1277198,Jean-Laurent  Hippolyte and Christelle  Bloch and Pascal  Chatonnay and Christophe  Espanet and Didier  Chamagne,,,,A Self-adaptive Multiagent Evolutionary Algorithm for Electrical Machine Design,1250--1255,,6,"genetic algorithm, multiagent system, optimisation, self adaptation",10.1145/1276958.1277198,,,,,,,2007,,Proceedings of the 9th Annual Conference on Genetic and Evolutionary Computation,GECCO '07,,978-1-59593-697-4,"London, England",ACM,"New York, NY, USA"
article,378824,Allen B. Downey,,,,The Structural Cause of File Size Distributions,328--329,,2,"file sizes, long-tailed distributions, self-similarity",10.1145/384268.378824,SIGMETRICS Perform. Eval. Rev.,Jun-01,29,1,,June,2001,0163-5999,,,,,,ACM,"New York, NY, USA"
article,378824,Allen B. Downey,,,,The Structural Cause of File Size Distributions,328--329,,2,"file sizes, long-tailed distributions, self-similarity",10.1145/378420.378824,,,,,,,2001,,Proceedings of the 2001 ACM SIGMETRICS International Conference on Measurement and Modeling of Computer Systems,SIGMETRICS '01,,1-58113-334-0,"Cambridge, Massachusetts, USA",ACM,"New York, NY, USA"
article,2016064,Steve  Donaldson and Jesse  Kawell and Chris  Walling,,,,"Computer, Know Thyself: Exploring Consciousness via Self-aware Machines",70--74,,5,"cognition, machine consciousness, robotics, self-awareness",10.1145/2016039.2016064,,,,,,,2011,,Proceedings of the 49th Annual Southeast Regional Conference,ACM-SE '11,,978-1-4503-0686-7,"Kennesaw, Georgia",ACM,"New York, NY, USA"
